CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;CHINESE
imperialism_desc;Imperialism is the attempt to conquer territory or to create or maintain an unequal economic, cultural, and territorial relationship, usually between states and often in the form of an empire based on domination and subordination. We focus on extracting the maximum benefit from our empire abroad and funneling this wealth to our mighty homeland.;L'impérialisme est la tentative de conquérir un territoire ou de créer ou maintenir une relation inégale sur les plans économique, culturel et territorial, généralement entre États et souvent sous la forme d'un empire fondé sur la domination et la subordination. Nous nous concentrons sur l'extraction du maximum de bénéfices de notre empire à l'étranger pour les canaliser vers notre patrie puissante.;Imperialismus ist der Versuch, Territorium zu erobern oder eine ungleiche wirtschaftliche, kulturelle und territoriale Beziehung, meist zwischen Staaten und oft in Form eines von Dominanz und Unterordnung geprägten Imperiums, zu schaffen oder aufrechtzuerhalten. Wir konzentrieren uns darauf, den maximalen Nutzen aus unserem Auslandsimperium zu ziehen und diesen Reichtum in unsere mächtige Heimat zu leiten.;Imperializm to próba podboju terytorium lub stworzenia bądź utrzymania nierównej relacji ekonomicznej, kulturowej i terytorialnej, zazwyczaj między państwami, często w formie imperium opartego na dominacji i podporządkowaniu. Skupiamy się na maksymalnym wykorzystaniu korzyści z naszego imperium za granicą i przekazywaniu tego bogactwa do naszej potężnej ojczyzny.;El imperialismo es el intento de conquistar territorio o de crear o mantener una relación desigual en lo económico, cultural y territorial, usualmente entre Estados y a menudo en forma de un imperio basado en la dominación y subordinación. Nos enfocamos en extraer el máximo beneficio de nuestro imperio en el extranjero y canalizar esta riqueza hacia nuestra poderosa patria.;L'imperialismo è il tentativo di conquistare territori o di creare o mantenere una relazione economica, culturale e territoriale ineguale, solitamente tra stati e spesso sotto forma di un impero basato sulla dominanza e la sottomissione. Ci concentriamo sull'estrazione del massimo beneficio dal nostro imperio d'oltremare, convogliando questa ricchezza verso la nostra potente patria.;Imperialism är försöket att erövra territorium eller skapa eller upprätthålla en ojämlik ekonomisk, kulturell och territoriell relation, vanligtvis mellan stater och ofta i form av ett imperium baserat på dominans och underordning. Vi fokuserar på att utvinna maximal nytta från vårt imperium utomlands och kanalisera denna rikedom till vårt mäktiga hemland.;Imperialismus je pokusem dobýt území nebo vytvářet či udržovat nerovný ekonomický, kulturní a územní vztah, obvykle mezi státy a často ve formě impéria založeného na dominanci a podřízenosti. Soustředíme se na získání maximálního užitku z našeho zahraničního impéria a přesměrování tohoto bohatství do naší mocné vlasti.;Az imperializmus a terület meghódításának vagy egyenlőtlen gazdasági, kulturális és területi kapcsolat létrehozásának vagy fenntartásának kísérlete, általában államok között, gyakran egy dominancia és alárendeltség alapján működő birodalom formájában. Arra törekszünk, hogy maximális hasznot vonjunk le külföldi birodalmunkból, és ezt a gazdagságot átirányítsuk erős hazánkba.;Imperialisme is de poging om grondgebied te veroveren of een ongelijke economische, culturele en territoriale relatie te creëren of in stand te houden, meestal tussen staten en vaak in de vorm van een rijk gebaseerd op dominantie en onderwerping. Wij richten ons op het maximaliseren van het voordeel uit ons rijk in het buitenland en het doorsturen van deze rijkdom naar ons machtige thuisland.;O imperialismo é a tentativa de conquistar território ou de criar ou manter uma relação desigual econômica, cultural e territorial, geralmente entre estados e frequentemente na forma de um império baseado na dominação e subordinação. Focamos em extrair o máximo benefício do nosso império no exterior e canalizar essa riqueza para nossa poderosa pátria.;Империализм — это попытка завоевать территорию или создать/поддерживать неравное экономическое, культурное и территориальное соотношение, обычно между государствами и часто в виде империи, основанной на доминировании и подчинении. Мы сосредотачиваемся на извлечении максимальной выгоды из нашей зарубежной империи и направлении этого богатства в нашу могучую родину.;Imperialismi on käsite, joka kuvaa yritystä vallata aluetta tai luoda tai ylläpitää epätasa-arvoista taloudellista, kulttuurista ja alueellista suhdetta, yleensä valtioiden välillä ja usein imperiumin muodossa, joka perustuu dominointiin ja alistamiseen. Tavoitteenamme on hyödyntää mahdollisimman paljon ulkomaanimperiumistamme saatavaa etua ja ohjata tämä varallisuus mahtavaan kotimaahamme.;帝国主义是指企图征服领土或建立、维持不平等的经济、文化和领土关系，通常发生在国家之间，常以基于统治和从属关系的帝国形式出现。我们致力于从海外帝国中提取最大利益，并将这一财富输送回强大的祖国.
colonialism;Colonialism;Colonialisme;Kolonialismus;Kolonializm;Colonialismo;Colonialismo;Kolonialism;Kolonialismus;Kolonializmus;Kolonialisme;Colonialismo;Колониализм;Kolonialismi;殖民主义
colonialism_desc;Colonialism is the establishment, exploitation, maintenance, acquisition, and expansion of colonies in one territory by people from another territory. It is about getting direct access to resources and markets in order to benefit our home territory.;Le colonialisme est l'établissement, l'exploitation, le maintien, l'acquisition et l'expansion de colonies dans un territoire par des personnes issues d'un autre territoire. Il s'agit d'obtenir un accès direct aux ressources et aux marchés afin de bénéficier à notre territoire d'origine.;Kolonialismus bezeichnet die Gründung, Ausbeutung, Aufrechterhaltung, Aneignung und Expansion von Kolonien in einem Gebiet durch Menschen aus einem anderen Gebiet. Es geht darum, direkten Zugang zu Ressourcen und Märkten zu erhalten, um unserem Heimatgebiet zu nutzen.;Kolonializm to ustanawianie, eksploatacja, utrzymanie, zdobywanie i rozszerzanie kolonii na danym terytorium przez ludzi z innego terytorium. Chodzi o uzyskanie bezpośredniego dostępu do zasobów i rynków dla korzyści naszego terytorium macierzystego.;El colonialismo es el establecimiento, explotación, mantenimiento, adquisición y expansión de colonias en un territorio por personas de otro territorio. Se trata de obtener acceso directo a recursos y mercados para beneficiar a nuestro territorio de origen.;Il colonialismo è l'istituzione, lo sfruttamento, il mantenimento, l'acquisizione e l'espansione di colonie in un territorio da parte di persone provenienti da un altro territorio. Si tratta di ottenere un accesso diretto alle risorse e ai mercati per beneficiare il nostro territorio d'origine.;Kolonialism är upprättandet, exploateringen, underhållet, förvärvet och expansionen av kolonier i ett område av människor från ett annat område. Det handlar om att få direkt tillgång till resurser och marknader för att gagna vårt hemland.;Kolonialismus je zakládání, využívání, udržování, získávání a rozšiřování kolonií na jednom území lidmi z jiného území. Jde o získání přímého přístupu k zdrojům a trhům ve prospěch naší domoviny.;A gyarmatosítás az, amikor egy területen más területről érkező emberek által kolóniákat alapítanak, hasznosítanak, fenntartanak, megszereznek és kiterjesztenek. Az a cél, hogy közvetlen hozzáférést biztosítsanak az erőforrásokhoz és piacokhoz, az anyaföldünk javára.;Kolonialisme is het vestigen, exploiteren, onderhouden, verwerven en uitbreiden van koloniën in een gebied door mensen uit een ander gebied. Het gaat om directe toegang krijgen tot hulpbronnen en markten om zo voordeel te halen voor ons thuisgebied.;O colonialismo é o estabelecimento, exploração, manutenção, aquisição e expansão de colônias em um território por pessoas de outro território. Trata-se de obter acesso direto a recursos e mercados para beneficiar nosso território de origem.;Колониализм — это создание, эксплуатация, поддержание, приобретение и расширение колоний на одной территории людьми из другой территории. Речь идет о получении прямого доступа к ресурсам и рынкам в целях пользы для нашей родины.;Kolonialismi tarkoittaa siirtomaiden perustamista, hyödyntämistä, ylläpitämistä, hankkimista ja laajentamista toisesta alueesta tulevien ihmisten toimesta. Tavoitteena on saada suora pääsy resursseihin ja markkinoihin hyödyttääkseen kotialuettamme.;殖民主义是指他国在某一领土上建立、开发、维持、获取并扩展殖民地，以便直接获得资源和市场，从而惠及本土.
hegemony;Hegemony;Hégémonie;Hegemonie;Hegemonia;Hegemonía;Hegemonia;Hegemoni;Hegemonie;Hegemónia;Hegemonie;Hegemonia;Гегемония;Hegemonia;霸权
hegemony_desc;Hegemony is an indirect form of government by imperial dominance in which the hegemon (leader state) rules geopolitically subordinate states by the indirect use of power, the threat of force, or by economic rather than military force.;L'hégémonie est une forme indirecte de gouvernement par domination impériale, dans laquelle l'hégémon (État dirigeant) gouverne des États géopolitiquement subordonnés par l'usage indirect du pouvoir, la menace de la force ou par des moyens économiques plutôt que militaires.;Hegemonie ist eine indirekte Regierungsform durch imperiale Dominanz, bei der der Hegemon (führender Staat) geopolitsch untergeordnete Staaten mittels indirekter Machtausübung, Drohungen oder wirtschaftlichen Mitteln anstatt militärischer Gewalt regiert.;Hegemonia to pośrednia forma rządzenia oparta na imperialnej dominacji, w której hegemon (państwo wiodące) rządzi geopolitycznie podporządkowanymi państwami poprzez pośrednie użycie siły, groźbę użycia siły lub siłę ekonomiczną zamiast militarną.;La hegemonía es una forma indirecta de gobierno por dominación imperial, en la que el hegemón (estado líder) gobierna a los estados geopolíticamente subordinados mediante el uso indirecto del poder, la amenaza de la fuerza o mediante medios económicos en lugar de militares.;L'egemonia è una forma indiretta di governo basata sulla dominanza imperiale, in cui l'egemone (stato leader) governa gli stati geograficamente subordinati attraverso l'uso indiretto del potere, la minaccia della forza o mezzi economici piuttosto che militari.;Hegemoni är en indirekt styrelseform genom imperial dominans, där hegemonen (ledarstat) styr geopolitiskt underordnade stater genom indirekt maktutövning, hot om våld eller genom ekonomiska medel istället för militärt våld.;Hegemonie je nepřímá forma vlády založená na imperiální dominanci, kdy hegemon (vedoucí stát) ovládá geopoliticky podřízené státy prostřednictvím nepřímého uplatňování moci, hrozby silou nebo ekonomickými prostředky místo vojenských.;A hegemónia egy közvetett kormányzási forma, amely az imperialista dominancián alapul, ahol a hegemón (vezető állam) geopolitikailag alárendelt államokat kormányoz a hatalom közvetett alkalmazásával, a katonai erő helyett gazdasági eszközökkel vagy a erő fenyegetésével.;Hegemonie is een indirecte vorm van bestuur door middel van imperiale dominantie, waarbij de hegemon (leidende staat) geopolitiek ondergeschikte staten regeert door indirect gebruik van macht, de dreiging van geweld of via economische in plaats van militaire middelen.;A hegemonia é uma forma indireta de governo baseada na dominação imperial, na qual o hegemônio (estado líder) governa estados geopoliticamente subordinados por meio do uso indireto do poder, da ameaça da força ou por meio de meios econômicos em vez de militares.;Гегемония — это косвенная форма правления через имперское доминирование, при которой гегемон (лидирующее государство) управляет геополитически подчинёнными государствами посредством косвенного применения власти, угрозы силой или экономическими методами вместо военной силы.;Hegemonia on epäsuora hallintomuoto, jossa johtava valtio hallitsee geopoliittisesti alisteisia valtioita käyttämällä vallan epäsuoraa käyttöä, voiman uhkaa tai taloudellisia keinoja sen sijaan, että käyttäisi sotilaallista voimaa.;霸权是一种通过帝国主导进行间接统治的形式，其中霸主（领导国）通过间接使用权力、武力威胁或经济手段（而非军事手段）来统治地缘政治上从属的国家.
balance_of_power;Balance of power;Équilibre des puissances;Machtgleichgewicht;Równowaga sił;Balance de poder;Equilibrio di potere;Maktbalans;Rovnováha sil;Hatalmi egyensúly;Machtsbalans;Equilíbrio de poder;Баланс сил;Voimatasapaino;力量平衡
balance_of_power_desc;At the core of the balance of power theory is the idea that national security is enhanced when military capabilities are distributed so that no one state is strong enough to dominate all others.;Au cœur de la théorie de l'équilibre des puissances se trouve l'idée que la sécurité nationale est renforcée lorsque les capacités militaires sont réparties de manière à ce qu'aucun État ne soit assez puissant pour dominer tous les autres.;Im Kern der Theorie des Machtgleichgewichts steht die Idee, dass die nationale Sicherheit gestärkt wird, wenn die militärischen Fähigkeiten so verteilt sind, dass kein Staat in der Lage ist, alle anderen zu dominieren.;Sedno teorii równowagi sił polega na przekonaniu, że bezpieczeństwo narodowe wzrasta, gdy zdolności militarne są rozdzielone w taki sposób, że żadne państwo nie jest wystarczająco silne, aby zdominować wszystkie inne.;En el corazón de la teoría del balance de poder está la idea de que la seguridad nacional se refuerza cuando las capacidades militares se distribuyen de tal manera que ningún estado es lo suficientemente fuerte para dominar a todos los demás.;Al centro della teoria dell'equilibrio di potere c'è l'idea che la sicurezza nazionale sia rafforzata quando le capacità militari sono distribuite in modo tale che nessuno stato sia abbastanza forte da dominare gli altri.;Kärnan i teorin om maktbalans är idén att nationell säkerhet stärks när militära förmågor är jämnt fördelade så att inget land är tillräckligt starkt för att dominera de andra.;Jádrem teorie rovnováhy sil je myšlenka, že národní bezpečnost je posílena, pokud jsou vojenské schopnosti rozloženy tak, že žádný stát není dostatečně silný na to, aby dominoval všem ostatním.;A hatalmi egyensúly elméletének lényege, hogy a nemzetbiztonság erősödik, ha a katonai képességek elosztása olyan, hogy egyetlen állam sem elég erős ahhoz, hogy mindenkit uraljon.;De kern van de machtsbalans theorie is het idee dat de nationale veiligheid wordt versterkt wanneer militaire capaciteiten zodanig worden verdeeld dat geen enkele staat sterk genoeg is om alle anderen te domineren.;No cerne da teoria do equilíbrio de poder está a ideia de que a segurança nacional é reforçada quando as capacidades militares são distribuídas de forma que nenhum estado seja forte o suficiente para dominar os outros.;В основе теории баланса сил лежит идея, что национальная безопасность укрепляется, когда военные возможности распределены так, что ни одно государство не обладает достаточной силой, чтобы доминировать над всеми остальными.;Voimatasapainoteorian ytimessä on ajatus, että kansallinen turvallisuus vahvistuu, kun sotilaalliset kyvyt jakautuvat siten, ettei mikään valtio ole tarpeeksi vahva dominoimaan kaikkia muita.;力量平衡理论的核心理念是，当军事能力分散，确保没有任何国家足够强大到统治所有其他国家时，国家安全将得到提升.
defensive;Defensive;Défensif;Defensiv;Defensywny;Defensivo;Difensivo;Defensiv;Defenzivní;Defenzív;Defensief;Defensivo;Оборонительный;Puolustava;防御
defensive_desc;With a defensive attitude we prefer to maintain the status quo, but not at all costs. Self-defense is more important than the protection of others.;Avec une attitude défensive, nous préférons maintenir le statu quo, mais pas à n'importe quel prix. La légitime défense prime sur la protection des autres.;Mit einer defensiven Haltung bevorzugen wir es, den Status quo zu bewahren, jedoch nicht um jeden Preis. Selbstverteidigung ist wichtiger als der Schutz anderer.;Przy przyjęciu postawy defensywnej wolimy utrzymać status quo, ale nie za wszelką cenę. Samoobrona jest ważniejsza niż ochrona innych.;Con una actitud defensiva, preferimos mantener el statu quo, pero no a cualquier costo. La autodefensa es más importante que la protección de otros.;Con un atteggiamento difensivo preferiamo mantenere lo status quo, ma non a ogni costo. La legittima difesa è più importante della protezione degli altri.;Med en defensiv attityd föredrar vi att bevara status quo, men inte till varje pris. Självförsvar är viktigare än att skydda andra.;S defenzivním postojem dáváme přednost udržení stávajícího stavu, ale ne za každou cenu. Sebeobrana je důležitější než ochrana ostatních.;Defenzív hozzáállás mellett előnyben részesítjük a status quo fenntartását, de nem mindenáron. A saját védelem fontosabb, mint mások védelme.;Met een defensieve houding geven we de voorkeur aan het handhaven van de status quo, maar niet ten koste van alles. Zelfverdediging is belangrijker dan de bescherming van anderen.;Com uma atitude defensiva, preferimos manter o status quo, mas não a qualquer custo. A autodefesa é mais importante do que a proteção dos outros.;При оборонительном подходе мы предпочитаем сохранять существующий порядок, но не любой ценой. Самооборона важнее, чем защита других.;Puolustavassa asenteessa suosimme nykytilan säilyttämistä, mutta ei hinnalla millä hyvänsä. Itsepuolustus on tärkeämpää kuin muiden suojeleminen.;采取防御态度时，我们倾向于维持现状，但不会不惜一切代价。自卫比保护他人更为重要.
non-interventionism;Non-interventionism;Non-interventionnisme;Nichteinmischung;Nieinterwencjonizm;No intervención;Non interventismo;Icke-inblandning;Nezasahování;Nem beavatkozás;Niet-inmenging;Não-intervencionismo;Не вмешательство;Puuttumattomuus;不干涉主义
non-interventionism_desc;Non-interventionism is about avoiding alliances with other nations and avoiding all wars not related to direct self-defense. We still practice active diplomacy, but we do not interfere in the internal politics of other states or attempt to shape the international status quo. Instead, we seek to enjoy the benefits of neutrality by not becoming involved in conflicts.;Le non-interventionnisme consiste à éviter les alliances avec d'autres nations et toutes les guerres non liées à la défense directe. Nous pratiquons toujours une diplomatie active, mais nous n'intervenons pas dans la politique interne d'autres États ni ne tentons de façonner le statu quo international. Nous cherchons ainsi à profiter des avantages de la neutralité en ne nous impliquant pas dans des conflits.;Nichteinmischung bedeutet, Allianzen mit anderen Nationen und alle Kriege, die nicht mit direkter Selbstverteidigung zu tun haben, zu vermeiden. Wir betreiben weiterhin aktive Diplomatie, mischen uns aber nicht in die Innenpolitik anderer Staaten ein oder versuchen, den internationalen Status quo zu gestalten. Stattdessen genießen wir die Vorteile der Neutralität, indem wir uns nicht in Konflikte einmischen.;Nieinterwencjonizm polega na unikaniu sojuszy z innymi narodami oraz wszystkich wojen niezwiązanych z bezpośrednią samoobroną. Nadal prowadzimy aktywną dyplomację, ale nie ingerujemy w wewnętrzną politykę innych państw ani nie próbujemy kształtować międzynarodowego status quo. Zamiast tego korzystamy z zalet neutralności, nie angażując się w konflikty.;El no intervencionismo se basa en evitar alianzas con otras naciones y todas las guerras que no estén relacionadas con la autodefensa directa. Seguimos practicando una diplomatie active, pero no intervenimos en la política interna de otros estados ni intentamos moldear el statu quo internacional. En cambio, buscamos disfrutar de los beneficios de la neutralidad al no involucrarnos en conflictos.;Il non interventismo consiste nell'evitare alleanze con altre nazioni e tutte le guerre non legate alla difesa diretta. Continuiamo a praticare una diplomazia attiva, ma non interferiamo nella politica interna di altri stati né cerchiamo di plasmare lo status quo internazionale. Invece, cerchiamo di beneficiare della neutralità non coinvolgendoci in conflitti.;Icke-inblandning handlar om att undvika allianser med andra nationer och alla krig som inte är relaterade till direkt självförsvar. Vi bedriver fortfarande aktiv diplomati, men vi blandar oss inte i andra staters inrikespolitik eller försöker forma den internationella status quo. Istället söker vi dra nytta av neutralitetens fördelar genom att inte bli inblandade i konflikter.;Nezasahování znamená vyhýbat se spojenectvím s jinými národy a všem válkám, které nesouvisejí s přímou sebeobranou. Nadále aktivně působíme v diplomacii, ale nevměšujeme se do vnitřní politiky jiných států ani se nesnažíme formovat mezinárodní status quo. Místo toho se snažíme využít výhod neutrality tím, že se neangažujeme v konfliktech.;Nem beavatkozás lényege, hogy elkerüljük más nemzetekkel kötött szövetségeket és azokat a háborúkat, amelyek nem kapcsolódnak közvetlen önvédelemmel. Továbbra is aktív diplomáciát folytatunk, de nem avatkozunk bele más államok belső politikájába, sem nem próbáljuk alakítani a nemzetközi status quót. Ehelyett a semlegesség előnyeit élvezzük, azzal, hogy nem vonódunk be konfliktusokba.;Niet-inmenging betekent dat we allianties met andere landen vermijden en alle oorlogen die niet direct met zelfverdediging te maken hebben. We blijven actief diplomatiek, maar bemoeien ons niet met de binnenlandse politiek van andere staten noch proberen we de internationale status quo vorm te geven. In plaats daarvan profiteren we van de voordelen van neutraliteit door ons niet in conflicten te mengen.;Não-intervencionismo consiste em evitar alianças com outras nações e todas as guerras que não estejam relacionadas à autodefesa direta. Continuamos a praticar uma diplomacia ativa, mas não interferimos na política interna de outros estados nem tentamos moldar o status quo internacional. Em vez disso, buscamos desfrutar dos benefícios da neutralidade ao não nos envolver em conflitos.;Не вмешательство означает избегание союзов с другими нациями и всех войн, не связанных с прямой самообороной. Мы продолжаем активно заниматься дипломатией, но не вмешиваемся во внутреннюю политику других государств и не пытаемся формировать международный статус-кво. Вместо этого мы стремимся извлечь выгоды из нейтралитета, не ввязываясь в конфликты.;Puuttumattomuus tarkoittaa, että vältämme liittoutumia muiden kansojen kanssa ja kaikkiin sotiin, jotka eivät liity suoraan itsepuolustukseen. Jatkamme aktiivista diplomatiaa, mutta emme puutu muiden valtioiden sisäpolitiikkaan emmekä yritä muokata kansainvälistä status quoa. Sen sijaan pyrimme hyödyntämään neutraalisuuden etuja olematta osallisina konflikteissa.;不干涉主义主张避免与其他国家结盟以及所有与直接自卫无关的战争。我们依然进行积极的外交，但不会干预他国内政或试图塑造国际现状，而是通过不介入冲突来享受中立的好处.
noNIdeagroup;None;Aucun;Ingen;Brak;Ninguno;Nessuno;Ingen;Žádný;Nincs;Geen;Nenhum;Нет;Ei mitään;无
